month,State,Total Sales Demand,Total Units Demanded per SKU,Order ID,Country,Cust_State
1,L8J,48.9035,10,9,CA,L
2,L8J,64.8183,20,10,CA,L
3,L8J,743.0921,146,101,CA,L
4,L8J,1894.714,338,188,CA,L
10,L8J,121.4733,40,11,CA,L
11,L8J,656.1705,15,15,CA,L
12,L8J,423.1506,35,23,CA,L
1,L8K,19.36,3,1,CA,L
2,L8K,352.6778,11,5,CA,L
3,L8K,801.4806,83,77,CA,L
4,L8K,3030.3384,678,361,CA,L
10,L8K,284.6325,4,4,CA,L
11,L8K,365.5731,22,9,CA,L
12,L8K,411.1718,39,25,CA,L
1,L8L,18.4524,1,1,CA,L
2,L8L,156.3569,13,8,CA,L
3,L8L,231.8852,48,26,CA,L
4,L8L,2467.5369,371,251,CA,L
11,L8L,187.3683,20,13,CA,L
12,L8L,947.6956,29,12,CA,L
3,L8M,283.716,40,26,CA,L
4,L8M,1547.3893,331,157,CA,L
11,L8M,383.6399,13,12,CA,L
12,L8M,140.6937,17,12,CA,L
1,L8N,112.0759,9,1,CA,L
2,L8N,148.7421,11,4,CA,L
3,L8N,84.53,22,13,CA,L
4,L8N,767.0066,87,58,CA,L
11,L8N,22.0056,14,5,CA,L
12,L8N,88.7437,30,10,CA,L
1,L8P,52.6416,21,8,CA,L
2,L8P,13.5755,4,1,CA,L
3,L8P,968.1377,170,125,CA,L
4,L8P,3040.3422,562,387,CA,L
11,L8P,510.0285,15,10,CA,L
12,L8P,274.6192,26,14,CA,L
2,L8R,63.4131,6,1,CA,L
3,L8R,53.1658,14,12,CA,L
4,L8R,526.6446,99,62,CA,L
11,L8R,160.5387,2,2,CA,L
12,L8R,186.6434,17,4,CA,L
1,L8S,63.4718,11,3,CA,L
2,L8S,58.3288,4,4,CA,L
3,L8S,838.3858,139,89,CA,L
4,L8S,1256.9681,207,143,CA,L
9,L8S,120.8474,14,4,CA,L
10,L8S,295.4482,19,7,CA,L
11,L8S,556.7911,139,75,CA,L
12,L8S,395.7429,133,64,CA,L
1,L8T,155.1493,29,12,CA,L
2,L8T,72.4332,12,2,CA,L
3,L8T,1332.4509,113,52,CA,L
4,L8T,2181.2956,365,218,CA,L
10,L8T,157.1503,37,6,CA,L
11,L8T,229.6529,31,5,CA,L
12,L8T,147.6506,21,7,CA,L
1,L8V,15.368,2,1,CA,L
2,L8V,156.674,21,10,CA,L
3,L8V,379.1882,92,43,CA,L
4,L8V,1729.4345,273,180,CA,L
10,L8V,37.8097,6,2,CA,L
11,L8V,279.7816,33,14,CA,L
12,L8V,495.7821,51,29,CA,L
2,L8W,29.4401,3,2,CA,L
3,L8W,432.466,87,42,CA,L
4,L8W,2067.1742,357,246,CA,L
10,L8W,62.9337,21,1,CA,L
11,L8W,368.1781,16,5,CA,L
12,L8W,239.541,36,28,CA,L
1,L9A,7.184,1,1,CA,L
2,L9A,62.4832,3,3,CA,L
3,L9A,663.9623,116,73,CA,L
4,L9A,1851.5189,281,199,CA,L
11,L9A,228.8501,8,6,CA,L
12,L9A,339.3455,47,19,CA,L
3,L9B,430.9664,71,48,CA,L
4,L9B,1044.6396,165,128,CA,L
10,L9B,75.1089,1,1,CA,L
11,L9B,566.245,24,16,CA,L
12,L9B,225.862,11,2,CA,L
1,L9C,44.7453,14,5,CA,L
2,L9C,43.7862,7,5,CA,L
3,L9C,1191.5815,161,93,CA,L
4,L9C,3457.7731,570,410,CA,L
11,L9C,626.3831,85,32,CA,L
12,L9C,596.1137,75,25,CA,L
1,L9G,26.2593,6,3,CA,L
3,L9G,869.705,147,101,CA,L
4,L9G,2961.2936,458,302,CA,L
10,L9G,90.1081,3,2,CA,L
11,L9G,144.1027,22,6,CA,L
12,L9G,351.4979,17,6,CA,L
1,L9H,119.875,17,5,CA,L
2,L9H,49.7921,9,2,CA,L
3,L9H,2216.9885,370,218,CA,L
4,L9H,3939.4044,813,490,CA,L
9,L9H,99.1275,15,15,CA,L
10,L9H,140.4161,5,1,CA,L
11,L9H,214.5027,11,9,CA,L
12,L9H,952.6101,107,54,CA,L
3,L9K,117.5799,8,7,CA,L
4,L9K,937.1693,184,96,CA,L
11,L9K,145.2897,7,6,CA,L
1,L9L,180.4698,45,8,CA,L
3,L9L,1107.3485,182,116,CA,L
4,L9L,3151.7131,376,251,CA,L
10,L9L,48.0471,4,2,CA,L
11,L9L,917.462,41,23,CA,L
12,L9L,576.4414,20,11,CA,L
1,L9M,71.7149,11,3,CA,L
2,L9M,72.4029,24,4,CA,L
3,L9M,185.5294,31,15,CA,L
4,L9M,1042.0293,136,83,CA,L
11,L9M,39.6588,28,7,CA,L
12,L9M,40.0617,4,1,CA,L
1,L9N,13.845,2,1,CA,L
2,L9N,402.2659,57,14,CA,L
3,L9N,955.9616,82,43,CA,L
4,L9N,1064.0446,164,124,CA,L
10,L9N,73.8467,23,9,CA,L
11,L9N,41.0667,6,3,CA,L
12,L9N,348.268,18,13,CA,L
1,L9P,23.9672,4,2,CA,L
2,L9P,289.4676,14,14,CA,L
3,L9P,723.5731,113,70,CA,L
4,L9P,2016.3403,330,242,CA,L
10,L9P,413.264,40,12,CA,L
11,L9P,925.6806,7,7,CA,L
12,L9P,546.8592,37,24,CA,L
1,L9R,421.9431,60,29,CA,L
2,L9R,45.251,15,15,CA,L
3,L9R,1182.2159,278,196,CA,L
4,L9R,2658.9136,359,275,CA,L
10,L9R,240.3259,3,3,CA,L
11,L9R,319.746,29,16,CA,L
12,L9R,820.1091,134,27,CA,L
1,L9S,118.721,63,21,CA,L
2,L9S,158.5476,13,6,CA,L
3,L9S,1667.9139,208,123,CA,L
4,L9S,3976.9424,592,372,CA,L
11,L9S,484.1887,14,14,CA,L
12,L9S,482.0348,40,21,CA,L
1,L9T,309.5987,41,13,CA,L
2,L9T,290.8547,22,5,CA,L
3,L9T,2421.2001,451,277,CA,L
4,L9T,5150.2831,847,579,CA,L
10,L9T,270.7671,33,12,CA,L
11,L9T,864.5467,88,37,CA,L
12,L9T,852.0012,63,31,CA,L
4,L9V,87.9168,30,6,CA,L
1,L9W,596.6385,30,8,CA,L
2,L9W,89.7666,13,4,CA,L
3,L9W,1357.9482,218,118,CA,L
4,L9W,3517.7818,605,362,CA,L
9,L9W,43.1671,4,4,CA,L
10,L9W,548.9767,12,5,CA,L
11,L9W,1565.557,27,11,CA,L
12,L9W,351.1735,70,21,CA,L
1,L9Y,205.2831,35,28,CA,L
2,L9Y,194.1676,16,5,CA,L
3,L9Y,1209.1003,213,134,CA,L
4,L9Y,3869.5087,561,327,CA,L
10,L9Y,82.6344,8,6,CA,L
11,L9Y,468.2993,31,22,CA,L
12,L9Y,750.0042,130,75,CA,L
1,L9Z,94.0532,10,5,CA,L
2,L9Z,80.6297,27,5,CA,L
3,L9Z,752.0663,98,69,CA,L
4,L9Z,2306.6508,342,239,CA,L
10,L9Z,120.1667,1,1,CA,L
11,L9Z,160.3633,7,6,CA,L
12,L9Z,1013.7076,79,54,CA,L
1,LA,92740.51,16779,6136,US,LA
2,LA,70325.22,13019,4909,US,LA
3,LA,99914.48,17720,8167,US,LA
4,LA,121925.33,25348,13728,US,LA
5,LA,36954.19,5688,2063,US,LA
6,LA,56453.25,9695,3553,US,LA
7,LA,85364.12,13781,5620,US,LA
8,LA,66624.97,10122,4107,US,LA
9,LA,81182.77,14452,5407,US,LA
10,LA,99529.21,14582,6093,US,LA
11,LA,231485.35,25893,11294,US,LA
12,LA,157145.88,19408,9269,US,LA
1,M1B,47.0678,5,5,CA,M
2,M1B,168.1722,39,10,CA,M
3,M1B,793.5343,174,121,CA,M
4,M1B,3665.4264,520,393,CA,M
10,M1B,5.4015,1,1,CA,M
11,M1B,868.9982,45,14,CA,M
12,M1B,195.6094,23,22,CA,M
1,M1C,41.4891,6,1,CA,M
2,M1C,66.4271,9,6,CA,M
3,M1C,520.7544,71,59,CA,M
4,M1C,2961.8859,402,304,CA,M
9,M1C,44.3166,2,2,CA,M
10,M1C,120.1667,1,1,CA,M
11,M1C,419.5767,55,29,CA,M
12,M1C,477.006,19,11,CA,M
2,M1E,98.1261,15,11,CA,M
3,M1E,1022.4153,137,117,CA,M
4,M1E,2782.3375,454,328,CA,M
10,M1E,8.9474,3,2,CA,M
11,M1E,384.1405,57,20,CA,M
12,M1E,170.9073,17,12,CA,M
1,M1G,92.185,15,5,CA,M
2,M1G,203.4744,16,11,CA,M
3,M1G,316.3409,49,25,CA,M
4,M1G,1873.6469,310,216,CA,M
11,M1G,514.4875,71,13,CA,M
12,M1G,93.9989,17,8,CA,M
1,M1H,25.6518,5,4,CA,M
2,M1H,61.4489,16,8,CA,M
3,M1H,873.0555,79,65,CA,M
4,M1H,1387.7883,285,156,CA,M
11,M1H,272.3251,15,11,CA,M
12,M1H,92.5534,7,7,CA,M
1,M1J,207.6686,1,1,CA,M
2,M1J,104.1624,7,2,CA,M
3,M1J,281.0451,51,41,CA,M
4,M1J,1385.7639,249,197,CA,M
11,M1J,326.0308,4,4,CA,M
12,M1J,0,1,1,CA,M
2,M1K,70.5232,24,15,CA,M
3,M1K,478.4718,55,49,CA,M
4,M1K,1778.9343,282,165,CA,M
10,M1K,87.9222,14,8,CA,M
11,M1K,304.4355,51,19,CA,M
12,M1K,231.5983,43,24,CA,M
1,M1L,315.2523,55,11,CA,M
2,M1L,120.8354,25,9,CA,M
3,M1L,436.2909,104,69,CA,M
4,M1L,1978.7884,299,209,CA,M
10,M1L,60.0796,1,1,CA,M
11,M1L,443.8423,15,11,CA,M
12,M1L,302.4381,28,19,CA,M
1,M1M,98.0279,18,17,CA,M
2,M1M,465.2107,108,31,CA,M
3,M1M,2713.9596,346,174,CA,M
4,M1M,1621.2039,291,210,CA,M
10,M1M,74.2902,9,1,CA,M
11,M1M,543.189,15,12,CA,M
12,M1M,39.9561,5,5,CA,M
3,M1N,1110.7796,183,127,CA,M
4,M1N,2945.881,405,315,CA,M
10,M1N,20.2118,9,2,CA,M
11,M1N,709.2972,66,23,CA,M
12,M1N,130.4693,11,10,CA,M
2,M1P,15.094,4,1,CA,M
3,M1P,612.9748,89,66,CA,M
4,M1P,2415.7401,398,267,CA,M
10,M1P,27.009,4,2,CA,M
11,M1P,632.6589,38,13,CA,M
12,M1P,384.3526,47,41,CA,M
1,M1R,91.485,32,7,CA,M
2,M1R,21.0772,10,8,CA,M
3,M1R,425.8644,83,54,CA,M
4,M1R,1640.8303,356,217,CA,M
10,M1R,217.8083,1,1,CA,M
11,M1R,260.3634,8,8,CA,M
12,M1R,84.911,24,16,CA,M
1,M1S,102.1072,5,5,CA,M
2,M1S,75.9687,44,8,CA,M
3,M1S,851.1197,164,74,CA,M
4,M1S,928.0302,141,77,CA,M
12,M1S,81.2902,6,5,CA,M
2,M1T,37.4478,10,4,CA,M
3,M1T,445.4755,42,26,CA,M
4,M1T,1709.4288,241,168,CA,M
10,M1T,15.0067,2,1,CA,M
11,M1T,275.9392,76,16,CA,M
12,M1T,106.4522,2,2,CA,M
1,M1V,342.973,67,29,CA,M
2,M1V,106.7462,45,7,CA,M
3,M1V,531.7203,59,38,CA,M
4,M1V,921.4347,164,119,CA,M
9,M1V,38.2012,9,8,CA,M
10,M1V,47.4008,9,9,CA,M
11,M1V,262.2134,8,8,CA,M
12,M1V,479.2171,98,52,CA,M
1,M1W,38.3813,14,6,CA,M
2,M1W,77.9178,16,4,CA,M
3,M1W,560.4193,139,80,CA,M
4,M1W,1457.6689,257,172,CA,M
10,M1W,15.0176,1,1,CA,M
11,M1W,256.7028,36,21,CA,M
12,M1W,397.6431,92,7,CA,M
3,M1X,158.3416,36,21,CA,M
4,M1X,323.9368,42,35,CA,M
11,M1X,240.861,22,7,CA,M
12,M1X,46.2428,8,5,CA,M
1,M2H,24.6057,2,2,CA,M
2,M2H,44.1715,3,3,CA,M
3,M2H,272.9821,75,36,CA,M
4,M2H,1065.3837,161,121,CA,M
12,M2H,24.7703,10,3,CA,M
1,M2J,17.7601,1,1,CA,M
2,M2J,59.7869,6,1,CA,M
3,M2J,790.9538,152,118,CA,M
4,M2J,2811.3158,476,344,CA,M
10,M2J,122.8323,33,27,CA,M
11,M2J,553.7117,72,31,CA,M
12,M2J,342.9664,67,44,CA,M
1,M2K,325.897,59,18,CA,M
2,M2K,175.9461,45,19,CA,M
3,M2K,374.3092,65,52,CA,M
4,M2K,2153.3233,295,207,CA,M
11,M2K,79.356,8,5,CA,M
12,M2K,184.2557,42,17,CA,M
3,M2L,205.1228,40,23,CA,M
4,M2L,1812.9902,287,211,CA,M
10,M2L,10.5002,2,1,CA,M
11,M2L,68.4751,1,1,CA,M
12,M2L,76.7126,11,3,CA,M
3,M2M,549.538,88,58,CA,M
4,M2M,1823.2466,254,167,CA,M
10,M2M,7.4207,4,1,CA,M
11,M2M,224.2275,37,3,CA,M
12,M2M,235.4683,32,17,CA,M
1,M2N,31.3514,5,1,CA,M
2,M2N,137.3754,29,11,CA,M
3,M2N,946.2835,152,104,CA,M
4,M2N,3687.1136,551,353,CA,M
9,M2N,80.8728,6,6,CA,M
10,M2N,713.4086,20,7,CA,M
11,M2N,1013.8409,50,33,CA,M
12,M2N,669.0242,57,28,CA,M
3,M2P,149.5332,23,20,CA,M
4,M2P,1312.6791,158,122,CA,M
10,M2P,28.0981,4,4,CA,M
11,M2P,547.3518,17,6,CA,M
12,M2P,140.2346,15,7,CA,M
1,M2R,220.6004,31,23,CA,M
2,M2R,279.036,24,5,CA,M
3,M2R,456.245,79,47,CA,M
4,M2R,2107.4802,307,251,CA,M
11,M2R,98.7212,22,10,CA,M
12,M2R,243.6905,5,4,CA,M
1,M3A,28.5649,1,1,CA,M
2,M3A,62.8312,9,9,CA,M
3,M3A,621.807,125,68,CA,M
4,M3A,2676.7097,483,342,CA,M
10,M3A,81.0725,6,4,CA,M
11,M3A,62.7375,15,5,CA,M
12,M3A,88.6761,13,7,CA,M
1,M3B,18.2908,2,2,CA,M
2,M3B,107.9169,15,6,CA,M
3,M3B,660.5255,88,56,CA,M
4,M3B,738.1154,120,93,CA,M
11,M3B,68.2312,11,8,CA,M
12,M3B,89.6924,8,7,CA,M
1,M3C,318.6062,29,6,CA,M
2,M3C,102.248,19,6,CA,M
3,M3C,1110.7495,190,119,CA,M
4,M3C,1552.7648,247,166,CA,M
10,M3C,35.7995,4,4,CA,M
11,M3C,313.6431,19,6,CA,M
12,M3C,260.0659,13,6,CA,M
1,M3H,227.9206,65,14,CA,M
2,M3H,168.0665,28,11,CA,M
3,M3H,1287.4987,213,151,CA,M
4,M3H,4051.8383,609,450,CA,M
11,M3H,156.0337,9,9,CA,M
12,M3H,740.7766,66,23,CA,M
1,M3J,96.5689,31,20,CA,M
3,M3J,157.7447,29,22,CA,M
4,M3J,919.0727,133,100,CA,M
10,M3J,9.7566,3,2,CA,M
11,M3J,300.5438,12,11,CA,M
12,M3J,51.8971,8,4,CA,M
2,M3K,58.2456,10,6,CA,M
3,M3K,195.4114,42,31,CA,M
4,M3K,471.8654,92,62,CA,M
9,M3K,175.5989,26,8,CA,M
11,M3K,394.2512,2,2,CA,M
12,M3K,157.0082,39,19,CA,M
1,M3L,-107.8225,2,1,CA,M
3,M3L,96.9413,14,9,CA,M
4,M3L,886.067,168,129,CA,M
11,M3L,100.7683,7,4,CA,M
12,M3L,135.5142,1,1,CA,M
1,M3M,18.4368,4,4,CA,M
2,M3M,133.6629,13,8,CA,M
3,M3M,190.8541,32,23,CA,M
4,M3M,1912.3273,227,171,CA,M
9,M3M,16.5201,2,1,CA,M
11,M3M,60.8124,9,6,CA,M
1,M3N,37.6817,1,1,CA,M
2,M3N,1355.6468,754,52,CA,M
3,M3N,170.603,67,36,CA,M
4,M3N,1013.8811,148,102,CA,M
11,M3N,121.7318,2,2,CA,M
12,M3N,132.8185,49,10,CA,M
1,M4A,223.3135,2,2,CA,M
2,M4A,27.914,7,2,CA,M
3,M4A,177.0108,40,28,CA,M
4,M4A,1506.4089,421,121,CA,M
11,M4A,122.7509,28,9,CA,M
12,M4A,81.2903,5,4,CA,M
2,M4B,94.3945,5,1,CA,M
3,M4B,119.4365,26,21,CA,M
4,M4B,2147.7419,444,240,CA,M
10,M4B,60.0796,1,1,CA,M
11,M4B,405.9616,5,4,CA,M
12,M4B,268.2493,24,22,CA,M
1,M4C,42.6503,7,3,CA,M
2,M4C,229.1302,37,10,CA,M
3,M4C,1871.7737,303,211,CA,M
4,M4C,4591.6046,828,598,CA,M
10,M4C,58.3552,7,7,CA,M
11,M4C,194.1755,7,2,CA,M
12,M4C,496.3009,119,50,CA,M
1,M4E,10.753,2,1,CA,M
2,M4E,346.7241,100,16,CA,M
3,M4E,1886.8377,314,239,CA,M
4,M4E,4548.9168,773,604,CA,M
11,M4E,686.799,13,13,CA,M
12,M4E,361.0519,19,15,CA,M
1,M4G,68.2791,18,6,CA,M
2,M4G,30.2107,2,1,CA,M
3,M4G,1406.6451,297,156,CA,M
4,M4G,2679.3423,429,325,CA,M
10,M4G,117.5448,12,11,CA,M
11,M4G,265.8874,22,11,CA,M
12,M4G,233.2777,40,7,CA,M
2,M4H,31.7216,1,1,CA,M
3,M4H,170.1564,46,26,CA,M
4,M4H,639.7856,127,85,CA,M
11,M4H,113.7574,50,9,CA,M
12,M4H,41.3942,3,3,CA,M
1,M4J,295.581,39,26,CA,M
2,M4J,192.5279,20,9,CA,M
3,M4J,1328.1033,281,204,CA,M
4,M4J,4735.5886,783,587,CA,M
10,M4J,31.7258,4,4,CA,M
11,M4J,617.6444,77,30,CA,M
12,M4J,384.8804,59,24,CA,M
1,M4K,150.3132,15,12,CA,M
2,M4K,28.6922,2,2,CA,M
3,M4K,1157.2017,227,146,CA,M
4,M4K,4928.2144,789,588,CA,M
10,M4K,139.3418,24,6,CA,M
11,M4K,221.5413,10,8,CA,M
12,M4K,669.3179,61,31,CA,M
1,M4L,137.2583,18,8,CA,M
2,M4L,226.7841,44,33,CA,M
3,M4L,2217.7361,438,311,CA,M
4,M4L,5300.159,1004,718,CA,M
9,M4L,33.0176,5,3,CA,M
10,M4L,87.8544,14,13,CA,M
11,M4L,265.3387,36,25,CA,M
12,M4L,466.3137,45,27,CA,M
1,M4M,192.1846,24,11,CA,M
2,M4M,154.1955,34,18,CA,M
3,M4M,890.1785,142,108,CA,M
4,M4M,3222.1431,634,479,CA,M
10,M4M,158.397,11,5,CA,M
11,M4M,348.4092,15,11,CA,M
12,M4M,323.0976,41,27,CA,M
1,M4N,119.69,40,11,CA,M
2,M4N,8.3024,1,1,CA,M
3,M4N,1108.4155,176,93,CA,M
4,M4N,2504.9708,351,266,CA,M
10,M4N,76.2279,5,3,CA,M
11,M4N,460.3254,33,7,CA,M
12,M4N,353.6577,58,28,CA,M
1,M4P,30.7513,3,3,CA,M
2,M4P,138.6693,29,19,CA,M
3,M4P,697.6168,125,85,CA,M
4,M4P,2239.0007,382,258,CA,M
10,M4P,60.0796,1,1,CA,M
11,M4P,552.5537,99,25,CA,M
12,M4P,617.3894,73,43,CA,M
1,M4R,38.7123,7,2,CA,M
3,M4R,781.7138,140,91,CA,M
4,M4R,1813.8565,282,229,CA,M
11,M4R,381.8742,74,33,CA,M
12,M4R,362.9939,73,30,CA,M
1,M4S,441.3686,90,21,CA,M
2,M4S,495.0509,101,36,CA,M
3,M4S,1500.3634,261,169,CA,M
4,M4S,3418.983,549,414,CA,M
10,M4S,17.9812,6,3,CA,M
11,M4S,682.7569,50,23,CA,M
12,M4S,593.8024,56,30,CA,M
1,M4T,134.0551,18,8,CA,M
2,M4T,145.7504,17,5,CA,M
3,M4T,535.6792,94,72,CA,M
4,M4T,2279.6879,315,230,CA,M
11,M4T,236.8731,17,13,CA,M
12,M4T,402.7101,9,7,CA,M
1,M4V,252.3078,9,8,CA,M
2,M4V,119.3472,12,3,CA,M
3,M4V,1286.1802,173,123,CA,M
4,M4V,3793.511,643,472,CA,M
10,M4V,189.8669,21,20,CA,M
11,M4V,1056.9382,69,32,CA,M
12,M4V,489.5255,66,32,CA,M
1,M4W,2316.4445,155,25,CA,M
2,M4W,421.3029,55,16,CA,M
3,M4W,739.6314,158,105,CA,M
4,M4W,2400.8826,305,224,CA,M
10,M4W,127.67,10,3,CA,M
11,M4W,597.1762,46,18,CA,M
12,M4W,262.3315,38,22,CA,M
1,M4X,37.6505,5,5,CA,M
3,M4X,537.9395,142,58,CA,M
4,M4X,2396.8543,292,199,CA,M
10,M4X,188.9811,31,16,CA,M
11,M4X,71.1687,8,4,CA,M
1,M4Y,15.3449,5,1,CA,M
2,M4Y,76.9584,15,4,CA,M
3,M4Y,1102.7658,185,149,CA,M
4,M4Y,2660.6807,451,309,CA,M
10,M4Y,75.2288,106,12,CA,M
11,M4Y,467.9261,63,28,CA,M
12,M4Y,390.6704,69,34,CA,M
1,M5A,157.0554,24,12,CA,M
2,M5A,45.3199,1,1,CA,M
3,M5A,1571.5593,231,142,CA,M
4,M5A,3882.6059,644,462,CA,M
10,M5A,191.2269,41,17,CA,M
11,M5A,1283.028,139,46,CA,M
12,M5A,275.5296,51,26,CA,M
2,M5B,138.143,25,2,CA,M
3,M5B,719.9248,150,98,CA,M
4,M5B,1299.9634,222,171,CA,M
10,M5B,30.0059,5,3,CA,M
11,M5B,240.0317,17,9,CA,M
1,M5C,79.9475,6,4,CA,M
2,M5C,211.498,4,1,CA,M
3,M5C,275.9207,59,48,CA,M
4,M5C,580.5698,69,48,CA,M
11,M5C,258.621,12,5,CA,M
12,M5C,239.1199,15,12,CA,M
1,M5E,52.8727,26,2,CA,M
2,M5E,19.6192,3,2,CA,M
3,M5E,390.9131,71,44,CA,M
4,M5E,1085.2494,199,146,CA,M
9,M5E,37.8932,6,6,CA,M
11,M5E,132.3237,10,2,CA,M
12,M5E,69.0406,5,4,CA,M
1,M5G,240.4121,4,4,CA,M
3,M5G,312.9398,59,30,CA,M
4,M5G,864.6672,145,100,CA,M
10,M5G,562.9036,65,9,CA,M
11,M5G,268.2923,33,8,CA,M
12,M5G,147.2893,11,7,CA,M
1,M5H,278.7628,41,15,CA,M
2,M5H,38.1354,5,3,CA,M
3,M5H,45.9084,9,8,CA,M
4,M5H,839.494,57,45,CA,M
10,M5H,47.3111,1,1,CA,M
11,M5H,1121.4573,57,23,CA,M
12,M5H,402.9952,65,29,CA,M
1,M5J,76.2302,15,10,CA,M
2,M5J,646.6716,46,12,CA,M
3,M5J,800.4342,184,115,CA,M
4,M5J,1919.7646,344,236,CA,M
10,M5J,165.232,1,1,CA,M
11,M5J,758.6221,16,12,CA,M
12,M5J,425.3945,28,19,CA,M
11,M5L,64.6704,2,2,CA,M
1,M5M,169.6705,39,19,CA,M
2,M5M,57.3844,4,4,CA,M
3,M5M,3261.1872,504,346,CA,M
4,M5M,6081.7136,859,631,CA,M
10,M5M,242.5942,2,2,CA,M
11,M5M,427.269,162,19,CA,M
12,M5M,619.7455,90,54,CA,M
1,M5N,101.8624,3,2,CA,M
2,M5N,7.2296,3,3,CA,M
3,M5N,1038.2268,168,136,CA,M
4,M5N,3522.8477,477,356,CA,M
10,M5N,76.9714,14,5,CA,M
11,M5N,127.697,32,11,CA,M
1,M5P,161.0968,37,10,CA,M
2,M5P,158.1625,24,7,CA,M
3,M5P,1480.8306,303,175,CA,M
4,M5P,3726.018,638,459,CA,M
10,M5P,34.1866,9,4,CA,M
11,M5P,721.2761,220,102,CA,M
12,M5P,513.3559,85,16,CA,M
1,M5R,157.595,30,8,CA,M
2,M5R,233.2459,49,39,CA,M
3,M5R,2093.0795,1012,229,CA,M
4,M5R,3149.919,474,359,CA,M
9,M5R,18.7739,1,1,CA,M
10,M5R,105.1524,2,1,CA,M
11,M5R,2370.247,165,42,CA,M
12,M5R,342.9822,39,18,CA,M
1,M5S,771.483,77,23,CA,M
2,M5S,411.7246,39,5,CA,M
3,M5S,612.5646,118,64,CA,M
4,M5S,1561.3745,288,252,CA,M
9,M5S,38.3742,12,2,CA,M
10,M5S,32.5737,14,14,CA,M
11,M5S,68.8173,6,5,CA,M
12,M5S,340.7308,51,27,CA,M
1,M5T,157.3568,12,5,CA,M
2,M5T,22.6635,3,3,CA,M
3,M5T,564.9855,78,61,CA,M
4,M5T,1786.5972,319,260,CA,M
10,M5T,4.9421,2,1,CA,M
12,M5T,95.828,17,17,CA,M
1,M5V,295.7523,48,38,CA,M
2,M5V,348.1373,77,22,CA,M
3,M5V,1289.0339,229,190,CA,M
4,M5V,6129.4533,956,728,CA,M
10,M5V,3165.2885,297,57,CA,M
11,M5V,1549.1617,64,33,CA,M
12,M5V,472.0959,129,35,CA,M
3,M5X,12.5083,3,2,CA,M
12,M5X,30.4169,10,6,CA,M
1,M6A,56.0417,4,4,CA,M
2,M6A,116.6953,13,6,CA,M
3,M6A,370.006,47,45,CA,M
4,M6A,1250.6535,180,129,CA,M
10,M6A,5.4003,1,1,CA,M
11,M6A,121.7318,2,2,CA,M
12,M6A,123.4377,5,3,CA,M
1,M6B,152.3029,37,22,CA,M
2,M6B,272.0769,42,8,CA,M
3,M6B,955.9806,160,95,CA,M
4,M6B,3125.1533,516,382,CA,M
11,M6B,262.4865,11,5,CA,M
12,M6B,150.0748,9,8,CA,M
1,M6C,211.3371,39,16,CA,M
2,M6C,162.5588,24,14,CA,M
3,M6C,2212.4602,315,212,CA,M
4,M6C,4030.7585,684,469,CA,M
11,M6C,407.076,30,13,CA,M
12,M6C,111.6541,36,14,CA,M
1,M6E,476.0768,28,5,CA,M
3,M6E,1200.217,261,159,CA,M
4,M6E,4482.5206,895,552,CA,M
10,M6E,65.1418,7,3,CA,M
11,M6E,618.5568,79,37,CA,M
12,M6E,256.367,69,46,CA,M
1,M6G,184.7471,25,10,CA,M
2,M6G,101.8129,9,4,CA,M
3,M6G,2134.4383,394,276,CA,M
4,M6G,5299.5339,892,693,CA,M
10,M6G,39.1616,6,3,CA,M
11,M6G,495.0688,77,15,CA,M
12,M6G,896.8966,158,64,CA,M
1,M6H,205.6361,44,28,CA,M
2,M6H,529.2004,92,29,CA,M
3,M6H,2256.8861,453,331,CA,M
4,M6H,6067.6448,1053,772,CA,M
10,M6H,192.2187,8,2,CA,M
11,M6H,995.2734,85,36,CA,M
12,M6H,641.1516,100,40,CA,M
1,M6J,16.8448,10,1,CA,M
2,M6J,19.2415,3,1,CA,M
3,M6J,1644.2934,303,232,CA,M
4,M6J,4751.9853,773,564,CA,M
9,M6J,33.7991,1,1,CA,M
10,M6J,63.9401,8,5,CA,M
11,M6J,166.4281,8,5,CA,M
12,M6J,567.1049,34,20,CA,M
1,M6K,842.2733,82,16,CA,M
2,M6K,250.29,38,17,CA,M
3,M6K,1373.4436,259,210,CA,M
4,M6K,4644.1203,730,527,CA,M
10,M6K,3909.35,370,58,CA,M
11,M6K,570.9775,35,22,CA,M
12,M6K,328.1877,14,11,CA,M
1,M6L,19.983,2,1,CA,M
2,M6L,76.8863,4,1,CA,M
3,M6L,155.1423,16,14,CA,M
4,M6L,815.2742,143,115,CA,M
11,M6L,79.8889,1,1,CA,M
12,M6L,55.3528,10,6,CA,M
1,M6M,144.2964,10,4,CA,M
2,M6M,38.0069,4,4,CA,M
3,M6M,417.1905,54,41,CA,M
4,M6M,1876.0759,330,213,CA,M
10,M6M,214.6857,39,11,CA,M
11,M6M,695.9504,40,25,CA,M
12,M6M,142.1091,11,9,CA,M
1,M6N,188.9335,20,8,CA,M
2,M6N,48.3896,9,6,CA,M
3,M6N,945.9784,175,115,CA,M
4,M6N,3746.0901,629,447,CA,M
11,M6N,468.5814,19,6,CA,M
12,M6N,511.1338,38,30,CA,M
1,M6P,49.4113,11,3,CA,M
2,M6P,20.3898,1,1,CA,M
3,M6P,1359.8483,198,162,CA,M
4,M6P,4957.0942,809,559,CA,M
10,M6P,249.2075,24,15,CA,M
