month,State,New.Category,Total Sales Demand,Total Units Demanded per SKU,Order ID,Country,Custom_State
9,ID,Non-A,5562.87,977,185,US,ID
9,ID,Seasonal,12905.74,2946,323,US,ID
9,IL,A,116897.31,20386,2898,US,IL
9,IL,Non-A,42841.33,7102,1692,US,IL
9,IL,Seasonal,92544.95,16155,2453,US,IL
9,IN,A,55295.77,10249,1453,US,IN
9,IN,Non-A,19141.31,3685,778,US,IN
9,IN,Seasonal,45635.3,9293,1225,US,IN
9,J0K,A,42.2869,3,1,CA,J
9,J2J,A,20.2764,1,1,CA,J
9,J3B,Non-A,27.0002,6,1,CA,J
9,J5C,Non-A,130.7114,1,1,CA,J
9,J5T,A,67.3878,30,1,CA,J
9,J7R,A,67.583,1,1,CA,J
9,J7R,Non-A,0,5,1,CA,J
9,J7V,A,45.0529,3,1,CA,J
9,J9H,A,0,3,1,CA,J
9,J9H,Non-A,42.7839,1,1,CA,J
9,J9H,Seasonal,0,1,1,CA,J
9,K0A,A,0,12,1,CA,K
9,K0A,Non-A,204.8529,8,1,CA,K
9,K0A,Seasonal,0,12,1,CA,K
9,K0G,A,60.6108,2,2,CA,K
9,K0G,Non-A,0,15,1,CA,K
9,K0K,A,89.317,12,3,CA,K
9,K0K,Non-A,17.6318,1,1,CA,K
9,K0K,Seasonal,0,1,1,CA,K
9,K1E,A,63.9162,10,1,CA,K
9,K1N,A,45.0604,2,1,CA,K
9,K1S,A,24.784,1,1,CA,K
9,K2B,A,10.5101,1,1,CA,K
9,K2B,Seasonal,66.6666,6,1,CA,K
9,K2G,A,0,5,1,CA,K
9,K2G,Non-A,87.8444,3,2,CA,K
9,K2L,A,172.9395,8,3,CA,K
9,K2L,Non-A,41.274,4,2,CA,K
9,K4A,A,144.7073,38,2,CA,K
9,K4R,A,39.7639,6,1,CA,K
9,K4R,Non-A,0,1,1,CA,K
9,K6J,A,0,2,1,CA,K
9,K6J,Non-A,31.9352,7,1,CA,K
9,K7C,A,8.6319,1,1,CA,K
9,K7L,A,41.3041,1,1,CA,K
9,K7L,Non-A,0,1,1,CA,K
9,K7M,A,68.2668,13,1,CA,K
9,K7P,Seasonal,117.1963,12,1,CA,K
9,K7V,Non-A,261.4228,2,2,CA,K
9,K8H,A,29.3156,6,1,CA,K
9,K8N,Non-A,48.9594,8,2,CA,K
9,K8V,A,46.5704,1,1,CA,K
9,K8V,Seasonal,0,1,1,CA,K
9,K9A,A,13.4923,4,1,CA,K
9,K9H,A,347.0813,33,1,CA,K
9,K9J,A,3.7562,1,1,CA,K
9,K9V,A,248.8314,28,3,CA,K
9,KS,A,26566.14,4018,629,US,KS
9,KS,Non-A,9024.94,1477,353,US,KS
9,KS,Seasonal,20590.11,3780,543,US,KS
9,KY,A,36339.6,7221,960,US,KY
9,KY,Non-A,13797.06,2406,536,US,KY
9,KY,Seasonal,31381.78,5817,887,US,KY
9,L0A,A,130.7114,1,1,CA,L
9,L0L,A,96.3035,6,1,CA,L
9,L0R,A,41.8224,2,1,CA,L
9,L0R,Non-A,0,5,1,CA,L
9,L0S,A,37.0143,1,1,CA,L
9,L0S,Non-A,0,4,1,CA,L
9,L1E,A,73.6082,1,1,CA,L
9,L1E,Non-A,0,1,1,CA,L
9,L1G,A,9.6686,13,1,CA,L
9,L1H,A,72.8268,6,1,CA,L
9,L1J,A,375.4413,25,1,CA,L
9,L1N,Non-A,130.7114,1,1,CA,L
9,L1V,A,42.9641,5,1,CA,L
9,L1V,Non-A,0,1,1,CA,L
9,L2G,Seasonal,4.9583,1,1,CA,L
9,L2H,A,8.985,4,1,CA,L
9,L2J,A,8.9925,9,2,CA,L
9,L2J,Non-A,60.3558,8,1,CA,L
9,L2M,A,30.0202,4,1,CA,L
9,L2N,A,75.5465,8,1,CA,L
9,L3K,Non-A,130.7114,1,1,CA,L
9,L3M,A,0,1,1,CA,L
9,L3M,Non-A,147.2315,1,1,CA,L
9,L3Y,A,36.0378,3,1,CA,L
9,L4G,Non-A,81.0006,18,1,CA,L
9,L4H,A,45.0604,2,1,CA,L
9,L4K,Non-A,130.7114,4,2,CA,L
9,L4K,Seasonal,31.5302,3,1,CA,L
9,L4N,A,180.2944,1,1,CA,L
9,L4P,A,36.8041,1,1,CA,L
9,L4Y,A,19.5587,4,2,CA,L
9,L5C,Non-A,130.7114,1,1,CA,L
9,L5H,A,26.2564,5,1,CA,L
9,L5V,A,9.0341,1,1,CA,L
9,L6B,A,0,4,1,CA,L
9,L6B,Seasonal,57.3585,1,1,CA,L
9,L6C,A,70.3628,14,1,CA,L
9,L6E,A,39.6514,2,1,CA,L
9,L6H,A,45.0753,1,1,CA,L
9,L6H,Non-A,0,3,1,CA,L
9,L6L,A,0,1,1,CA,L
9,L6L,Non-A,40.4026,1,1,CA,L
9,L6Y,A,40.5003,9,1,CA,L
9,L7E,Non-A,255.4203,1,1,CA,L
9,L7L,A,33.8703,1,1,CA,L
9,L7S,A,6.7386,3,1,CA,L
9,L7T,A,25.4375,4,1,CA,L
9,L8E,A,65.5472,25,1,CA,L
9,L8S,A,120.8474,14,1,CA,L
9,L9H,A,0,4,1,CA,L
9,L9H,Non-A,99.1275,11,1,CA,L
9,L9W,A,43.1671,4,1,CA,L
9,LA,A,37241.96,6621,897,US,LA
9,LA,Non-A,15221.68,2543,551,US,LA
9,LA,Seasonal,28719.13,5288,803,US,LA
9,M1C,A,44.3166,2,1,CA,M
9,M1V,A,38.2012,5,1,CA,M
9,M1V,Non-A,0,4,1,CA,M
9,M2N,A,80.8728,6,1,CA,M
9,M3K,A,175.5989,15,1,CA,M
9,M3K,Non-A,0,11,1,CA,M
9,M3M,A,16.5201,2,1,CA,M
9,M4L,A,33.0176,4,1,CA,M
9,M4L,Non-A,0,1,1,CA,M
9,M5E,A,0,3,1,CA,M
9,M5E,Non-A,37.8932,3,1,CA,M
9,M5R,A,18.7739,1,1,CA,M
9,M5S,Non-A,38.3742,12,1,CA,M
9,M6J,A,33.7991,1,1,CA,M
9,M8Y,A,11.2538,2,1,CA,M
9,M8Z,Non-A,11.2688,1,1,CA,M
9,M9A,A,0,1,1,CA,M
9,M9A,Non-A,51.4836,6,1,CA,M
9,M9C,A,20.8623,3,2,CA,M
9,M9P,A,15.0176,1,1,CA,M
9,M9V,A,3.8319,1,1,CA,M
9,MA,A,91793.73,17093,2315,US,MA
9,MA,Non-A,35979.34,5942,1364,US,MA
9,MA,Seasonal,56793.5,10165,1575,US,MA
9,MD,A,81200.47,14641,1796,US,MD
9,MD,Non-A,28448.44,5323,1128,US,MD
9,MD,Seasonal,47667.74,8923,1386,US,MD
9,ME,A,12560.39,2106,339,US,ME
9,ME,Non-A,4976.13,926,199,US,ME
9,ME,Seasonal,9151.29,1452,229,US,ME
9,MI,A,101184.96,19382,2415,US,MI
9,MI,Non-A,36298.03,6493,1346,US,MI
9,MI,Seasonal,73791.98,13884,1991,US,MI
9,MN,A,60961.72,12450,1386,US,MN
9,MN,Non-A,23500.83,4150,788,US,MN
9,MN,Seasonal,32872.25,5979,925,US,MN
9,MO,A,57980.81,11011,1407,US,MO
9,MO,Non-A,20633.72,4085,782,US,MO
9,MO,Seasonal,44186.3,7727,1239,US,MO
9,MS,A,19598.81,3162,501,US,MS
9,MS,Non-A,6179.18,1122,273,US,MS
9,MS,Seasonal,14900.52,2203,404,US,MS
9,MT,A,12649.33,2347,286,US,MT
9,MT,Non-A,5374.66,800,159,US,MT
9,MT,Seasonal,7856.18,1256,213,US,MT
9,N0B,A,32.4393,2,1,CA,N
9,N0B,Non-A,261.4228,2,2,CA,N
9,N0C,Non-A,13.0643,1,1,CA,N
9,N0E,A,7.5125,2,1,CA,N
9,N0G,A,0,8,1,CA,N
9,N0G,Non-A,83.8698,6,1,CA,N
9,N0G,Seasonal,0,2,1,CA,N
9,N0H,A,24.0102,4,1,CA,N
9,N0L,Non-A,130.7114,1,1,CA,N
9,N0N,A,335.031,4,2,CA,N
9,N0P,A,170.1824,17,1,CA,N
9,N0P,Seasonal,0,10,1,CA,N
9,N0R,A,141.8225,2,2,CA,N
9,N0R,Non-A,130.7114,1,1,CA,N
9,N1A,Non-A,130.7114,1,1,CA,N
9,N1P,A,88.1674,14,1,CA,N
9,N1P,Seasonal,0,10,1,CA,N
9,N2E,A,44.7222,5,1,CA,N
9,N2E,Non-A,0,2,1,CA,N
9,N2J,A,60.7764,10,1,CA,N
9,N2K,A,0,2,1,CA,N
9,N2K,Non-A,36.398,5,1,CA,N
9,N2M,Non-A,7.6714,1,1,CA,N
9,N2V,A,42.0404,4,1,CA,N
9,N3B,A,19.7805,1,1,CA,N
9,N3B,Non-A,0,1,1,CA,N
9,N3R,Non-A,11.2613,1,1,CA,N
9,N3W,A,22.126,1,1,CA,N
9,N3Y,A,6.3781,1,1,CA,N
9,N5V,A,36.8416,16,2,CA,N
9,N5Y,A,37.3599,7,1,CA,N
9,N5Y,Non-A,26.5945,60,1,CA,N
9,N6C,A,0,2,1,CA,N
9,N6C,Non-A,24.4008,1,1,CA,N
9,N6G,A,22.5001,5,1,CA,N
9,N6N,Non-A,38.7648,40,1,CA,N
9,N7T,A,0,1,1,CA,N
9,N7T,Non-A,33.7915,1,1,CA,N
9,N9A,A,130.7114,1,1,CA,N
9,NC,A,99376.56,21361,2484,US,NC
9,NC,Non-A,38820.98,6689,1398,US,NC
9,NC,Seasonal,72627.13,13040,1956,US,NC
9,ND,A,8705.59,1864,221,US,ND
9,ND,Non-A,4025.61,684,120,US,ND
9,ND,Seasonal,9241.06,1766,187,US,ND
9,NE,A,15058.26,2815,398,US,NE
9,NE,Non-A,5870.27,1095,229,US,NE
9,NE,Seasonal,11843.36,1786,348,US,NE
9,NH,A,20391.38,3137,490,US,NH
9,NH,Non-A,7655.52,1437,266,US,NH
9,NH,Seasonal,14565.6,2131,370,US,NH
9,NJ,A,112991.41,20825,2676,US,NJ
9,NJ,Non-A,42585.97,8008,1633,US,NJ
9,NJ,Seasonal,79366.83,14553,2091,US,NJ
9,NM,A,13742.38,3788,328,US,NM
9,NM,Non-A,5652.58,1081,212,US,NM
9,NM,Seasonal,10059.73,1718,279,US,NM
9,NV,A,29411,5078,581,US,NV
9,NV,Non-A,10428.24,1787,379,US,NV
9,NV,Seasonal,19815.67,2758,524,US,NV
9,NY,A,254147.97,46819,6322,US,NY
9,NY,Non-A,92613.86,16543,3654,US,NY
9,NY,Seasonal,162896.19,28482,4570,US,NY
9,OH,A,98049.66,17753,2318,US,OH
9,OH,Non-A,34134.83,5820,1346,US,OH
9,OH,Seasonal,79512.38,13103,2107,US,OH
9,OK,A,23853.49,3938,584,US,OK
9,OK,Non-A,5771.67,1237,292,US,OK
9,OK,Seasonal,19166.61,3475,500,US,OK
9,OR,A,42435.24,7751,974,US,OR
9,OR,Non-A,15912.73,2623,579,US,OR
9,OR,Seasonal,25189.53,4527,739,US,OR
9,P0H,A,130.7114,1,1,CA,P
9,P0M,A,143.9634,17,2,CA,P
9,P0S,A,22.1244,2,1,CA,P
9,P0S,Non-A,0,1,1,CA,P
9,P1L,Non-A,217.8574,1,1,CA,P
9,P1P,A,71.9704,20,1,CA,P
9,P2A,A,130.7114,1,1,CA,P
9,P4N,A,136.7139,4,2,CA,P
9,P6C,A,5.2512,1,1,CA,P
9,PA,A,129713.91,24467,3405,US,PA
9,PA,Non-A,51239.16,9175,1966,US,PA
9,PA,Seasonal,113664.4,20785,3186,US,PA
9,R0B,Seasonal,58.5981,6,1,CA,R
9,R7N,A,78.7318,20,1,CA,R
9,RI,A,10857.71,2212,282,US,RI
9,RI,Non-A,4941.93,803,152,US,RI
9,RI,Seasonal,7727.46,1008,213,US,RI
9,S0E,A,22.126,1,1,CA,S
9,S0K,A,11.2538,2,1,CA,S
9,S0M,A,130.7114,1,1,CA,S
9,S4P,A,93.8697,5,1,CA,S
9,S4R,A,149.4929,1,1,CA,S
9,S7H,A,6.7386,3,1,CA,S
9,S7J,A,6.0025,1,1,CA,S
9,S7K,Non-A,33.769,5,1,CA,S
9,S7K,Seasonal,120.1412,8,1,CA,S
9,S9A,A,0,4,2,CA,S
9,S9A,Non-A,68.6646,7,1,CA,S
9,S9A,Seasonal,0,4,1,CA,S
9,S9H,A,6.0025,1,1,CA,S
9,S9V,A,10.5101,1,1,CA,S
9,SC,A,43533.95,8563,1066,US,SC
9,SC,Non-A,17336.44,2793,631,US,SC
9,SC,Seasonal,36917.25,5872,861,US,SC
9,SD,A,7074.65,1111,177,US,SD
9,SD,Non-A,2535.76,380,87,US,SD
9,SD,Seasonal,5724.81,1147,154,US,SD
9,T0C,A,0,2,1,CA,T
9,T0C,Non-A,0,2,1,CA,T
9,T0C,Seasonal,75.5389,1,1,CA,T
9,T0M,A,11.2537,1,1,CA,T
9,T0M,Non-A,0,1,1,CA,T
9,T1C,Non-A,5.2512,1,1,CA,T
9,T1H,A,177.2969,10,1,CA,T
9,T1J,A,29.3439,9,1,CA,T
9,T1K,Non-A,7.6553,1,1,CA,T
9,T2B,A,61.0697,11,2,CA,T
9,T2H,A,40.5454,3,1,CA,T
9,T2J,A,3.899,1,1,CA,T
9,T2P,Non-A,88.8363,40,1,CA,T
9,T2V,A,55.285,2,1,CA,T
9,T2Y,A,104.9132,35,1,CA,T
9,T2Z,Non-A,30.8513,3,1,CA,T
9,T3A,Non-A,4.1769,4,1,CA,T
9,T3B,Non-A,23.0936,6,1,CA,T
9,T3E,Non-A,9.0075,1,1,CA,T
9,T3L,A,53.3393,2,1,CA,T
9,T3L,Seasonal,0,3,1,CA,T
9,T4T,A,27.0227,5,2,CA,T
9,T5K,A,54.2031,10,1,CA,T
9,T5R,A,20.2388,4,1,CA,T
9,T5Z,A,130.7114,1,1,CA,T
9,T6E,A,22.5302,1,1,CA,T
9,T6W,A,29.3984,5,1,CA,T
9,T7S,A,0,10,1,CA,T
9,T7S,Non-A,50.3641,1,1,CA,T
9,T7V,A,74.2256,2,2,CA,T
9,T7V,Non-A,40.425,14,2,CA,T
9,T8L,A,21.8172,1,1,CA,T
9,T8L,Non-A,0,1,1,CA,T
9,T9H,A,29.2915,1,1,CA,T
9,T9K,A,145.3151,17,4,CA,T
9,T9K,Non-A,0,4,2,CA,T
9,T9K,Seasonal,39.4108,4,1,CA,T
9,TN,A,55164.87,9915,1378,US,TN
9,TN,Non-A,19700.48,3580,729,US,TN
9,TN,Seasonal,42647.62,6894,1153,US,TN
9,TX,A,201241.6,35371,4900,US,TX
9,TX,Non-A,77420.58,13152,2899,US,TX
9,TX,Seasonal,164559.59,27078,4421,US,TX
9,UT,A,31258.27,5688,586,US,UT
9,UT,Non-A,8648.98,1361,325,US,UT
9,UT,Seasonal,24447.23,4205,602,US,UT
9,V0B,A,3.7487,1,1,CA,V
9,V0M,A,12.1553,2,1,CA,V
9,V0N,A,156.8998,14,1,CA,V
9,V0N,Non-A,217.8574,8,2,CA,V
9,V0R,A,31.6118,1,1,CA,V
9,V1X,A,37.5554,1,1,CA,V
9,V2A,A,36.8817,1,1,CA,V
9,V2J,A,54.0605,6,1,CA,V
9,V2M,A,16.4976,4,1,CA,V
9,V2N,A,152.0171,15,1,CA,V
9,V2R,A,0,6,1,CA,V
9,V2R,Non-A,47.2766,1,1,CA,V
9,V3B,A,31.4401,15,1,CA,V
9,V3S,A,85.5979,8,2,CA,V
9,V3S,Non-A,0,2,1,CA,V
9,V3X,A,28.9234,7,1,CA,V
9,V3Y,A,56.6447,1,1,CA,V
9,V3Y,Non-A,0,10,1,CA,V
9,V4R,A,225.3699,1,1,CA,V
9,V5V,A,24.784,1,1,CA,V
9,V6C,A,51.8293,1,1,CA,V
9,V6M,Non-A,44.1288,6,1,CA,V
9,V6V,A,83.0212,4,2,CA,V
9,V6V,Non-A,0,6,1,CA,V
9,V7C,Non-A,130.7114,1,1,CA,V
9,V7E,A,0,1,1,CA,V
9,V7E,Non-A,10.1268,1,1,CA,V
9,V8C,A,15.0176,1,1,CA,V
9,V8G,A,36.8041,1,1,CA,V
9,V8L,A,29.3365,5,2,CA,V
9,V8P,A,0,1,1,CA,V
9,V8P,Non-A,45.0528,2,1,CA,V
9,V9B,A,15.5961,4,1,CA,V
9,V9M,A,30.0353,2,1,CA,V
9,V9P,A,3.899,1,1,CA,V
9,V9W,A,43.1368,5,1,CA,V
9,V9W,Non-A,0,3,1,CA,V
9,V9X,A,184.0206,5,3,CA,V
9,VA,A,99798.07,18394,2470,US,VA
9,VA,Non-A,37213.29,6686,1447,US,VA
9,VA,Seasonal,73185.77,13038,1937,US,VA
9,VT,A,6878.17,1305,171,US,VT
9,VT,Non-A,2811.01,528,110,US,VT
9,VT,Seasonal,3875.27,852,135,US,VT
9,WA,A,71320.11,12550,1641,US,WA
9,WA,Non-A,25964.09,4807,1002,US,WA
9,WA,Seasonal,47990.61,6985,1244,US,WA
9,WI,A,58545.6,13466,1414,US,WI
9,WI,Non-A,22449.93,3693,823,US,WI
9,WI,Seasonal,41919.97,6986,1116,US,WI
9,WV,A,17338.03,3181,461,US,WV
9,WV,Non-A,5681.71,999,265,US,WV
9,WV,Seasonal,16548.87,2830,463,US,WV
9,WY,A,5560.05,981,145,US,WY
9,WY,Non-A,2468.67,379,90,US,WY
9,WY,Seasonal,4698.54,847,134,US,WY
10,A0A,Non-A,37.1713,1,1,CA,A
10,A0A,Seasonal,60.0796,1,1,CA,A
10,A0B,A,119.9111,9,3,CA,A
10,A0B,Non-A,47.2735,7,2,CA,A
10,A0B,Seasonal,132.1841,3,2,CA,A
10,A0C,Seasonal,60.0796,1,1,CA,A
10,A0E,Non-A,15.1193,4,1,CA,A
10,A0E,Seasonal,173.4865,2,2,CA,A
10,A0G,A,292.0318,89,6,CA,A
10,A0G,Non-A,14.4133,1,1,CA,A
10,A0G,Seasonal,202.7865,2,2,CA,A
10,A0J,A,39.6083,4,2,CA,A
10,A0J,Non-A,0,2,2,CA,A
10,A0J,Seasonal,60.0796,1,1,CA,A
10,A0K,A,719.7899,37,7,CA,A
10,A0K,Non-A,217.8083,3,3,CA,A
10,A0K,Seasonal,60.0796,18,2,CA,A
10,A0N,A,19.4982,6,1,CA,A
10,A0P,A,274.7175,58,4,CA,A
10,A0P,Non-A,208.5695,12,3,CA,A
10,A0R,A,21.0154,2,1,CA,A
10,A1B,A,428.5262,36,3,CA,A
10,A1C,Non-A,12.3732,3,1,CA,A
10,A1E,Non-A,36.0222,6,1,CA,A
10,A1H,A,45.0653,4,1,CA,A
10,A1L,A,98.1142,11,2,CA,A
10,A1L,Non-A,22.5176,9,2,CA,A
10,A1L,Seasonal,120.1592,2,2,CA,A
10,A1M,A,24.7633,3,1,CA,A
10,A1M,Seasonal,60.0796,21,2,CA,A
10,A1N,Non-A,14.4058,2,1,CA,A
10,A1N,Seasonal,180.2538,2,2,CA,A
10,A1V,A,126.6779,17,3,CA,A
10,A1V,Non-A,0,12,1,CA,A
10,A1X,A,42.0158,5,1,CA,A
10,A1X,Non-A,0,1,1,CA,A
10,A1X,Seasonal,140.7914,5,3,CA,A
10,A1Y,A,38.215,7,1,CA,A
10,A1Y,Seasonal,270.3845,1,1,CA,A
10,A2A,A,193.1876,20,2,CA,A
10,A2A,Non-A,26.2881,5,1,CA,A
10,A2H,A,246.0409,42,3,CA,A
10,A2H,Non-A,133.5429,25,2,CA,A
10,A2H,Seasonal,440.5511,109,6,CA,A
10,A2N,A,153.0568,22,2,CA,A
10,A2V,A,253.7854,78,6,CA,A
10,A2V,Non-A,71.2858,3,2,CA,A
10,A2V,Seasonal,197.5363,232,3,CA,A
10,A5A,A,20.7,6,1,CA,A
10,A5A,Seasonal,60.0796,1,1,CA,A
10,A8A,A,32.2217,10,1,CA,A
10,A8A,Non-A,14.3908,4,1,CA,A
10,A8A,Seasonal,60.0796,1,1,CA,A
10,AK,A,3475.59,603,70,US,AK
10,AK,Non-A,1448.4,305,45,US,AK
10,AK,Seasonal,2518.13,455,77,US,AK
10,AL,A,32251.85,6252,896,US,AL
10,AL,Non-A,15413.11,3026,523,US,AL
10,AL,Seasonal,60534.02,5451,1250,US,AL
10,AR,A,15885.57,3155,448,US,AR
10,AR,Non-A,5795.37,1089,235,US,AR
10,AR,Seasonal,26979.53,3187,587,US,AR
10,AZ,A,55618.97,11077,1213,US,AZ
10,AZ,Non-A,20436.93,3283,751,US,AZ
10,AZ,Seasonal,69906.68,7685,1518,US,AZ
10,B0C,A,12.0024,2,1,CA,B
10,B0E,A,43.8636,15,2,CA,B
10,B0E,Non-A,125.2961,12,1,CA,B
10,B0E,Seasonal,214.0603,5,2,CA,B
10,B0H,A,37.5394,2,1,CA,B
10,B0J,A,18.1612,11,2,CA,B
10,B0J,Non-A,33.3331,4,1,CA,B
10,B0J,Seasonal,0,4,1,CA,B
10,B0K,A,2030.4341,68,1,CA,B
10,B0K,Seasonal,135.196,2,1,CA,B
10,B0M,A,65.6976,3,2,CA,B
10,B0M,Seasonal,146.4473,2,2,CA,B
10,B0N,A,116.9142,11,4,CA,B
10,B0N,Non-A,63.2565,12,4,CA,B
10,B0N,Seasonal,229.0746,2,2,CA,B
10,B0S,A,0,3,2,CA,B
10,B0S,Non-A,67.5678,5,2,CA,B
10,B0S,Seasonal,114.1579,2,1,CA,B
10,B0T,Seasonal,334.2195,5,4,CA,B
10,B0W,A,384.8519,117,8,CA,B
10,B0W,Non-A,21.4509,7,4,CA,B
10,B0W,Seasonal,659.2532,13,8,CA,B
10,B1A,A,61.8822,11,1,CA,B
10,B1A,Seasonal,300.413,3,3,CA,B
10,B1M,Seasonal,135.1133,11,2,CA,B
10,B1S,A,15.0743,3,1,CA,B
10,B1S,Seasonal,146.4623,2,2,CA,B
10,B1Y,Seasonal,49.5568,2,1,CA,B
10,B2H,A,411.7164,72,1,CA,B
10,B2H,Non-A,19.1377,7,2,CA,B
10,B2H,Seasonal,0,1,1,CA,B
10,B2S,A,34.1744,13,1,CA,B
10,B2T,Seasonal,60.0796,1,1,CA,B
10,B2W,Seasonal,120.1592,2,2,CA,B
10,B2Z,Non-A,47.3035,2,1,CA,B
10,B3A,A,72.1415,3,1,CA,B
10,B3A,Non-A,0,5,1,CA,B
10,B3A,Seasonal,0,6,1,CA,B
10,B3E,Non-A,57.0226,8,1,CA,B
10,B3G,A,0,6,1,CA,B
10,B3G,Non-A,71.661,3,1,CA,B
10,B3H,A,24.0198,4,2,CA,B
10,B3J,A,89.3796,7,1,CA,B
10,B3K,A,10.5077,1,1,CA,B
10,B3K,Non-A,54.0784,6,1,CA,B
10,B3K,Seasonal,195.268,2,2,CA,B
10,B3N,Seasonal,150.2178,1,1,CA,B
10,B3S,A,13.5196,2,1,CA,B
10,B3T,Seasonal,225.3267,1,1,CA,B
10,B4C,Seasonal,192.2261,7,2,CA,B
10,B4G,Seasonal,13.5196,3,1,CA,B
10,B4H,A,24.0122,2,2,CA,B
10,B4H,Seasonal,0,1,1,CA,B
10,B4N,Non-A,47.7466,13,1,CA,B
10,B4P,Seasonal,135.1885,2,2,CA,B
10,B4R,A,52.5655,3,1,CA,B
10,B5A,A,59.9669,16,1,CA,B
10,B5A,Seasonal,330.4641,2,2,CA,B
10,B9A,A,13.5044,2,1,CA,B
10,C0A,Seasonal,309.4185,4,3,CA,C
10,C0B,A,315.4866,51,5,CA,C
10,C0B,Non-A,0,3,1,CA,C
10,C0B,Seasonal,324.4479,3,2,CA,C
10,C1A,A,52.1179,9,2,CA,C
10,C1A,Non-A,0,2,1,CA,C
10,C1B,Non-A,17.0872,1,1,CA,C
10,C1N,Non-A,5.2426,2,1,CA,C
10,C1N,Seasonal,60.0796,1,1,CA,C
10,CA,A,352244.21,71291,8377,US,CA
10,CA,Non-A,149426.85,26036,5619,US,CA
10,CA,Seasonal,425409.3,53537,9832,US,CA
10,CO,A,58001.62,9799,1328,US,CO
10,CO,Non-A,22656.75,4133,857,US,CO
10,CO,Seasonal,70993.75,8683,1435,US,CO
10,CT,A,41470.18,8736,1142,US,CT
10,CT,Non-A,18716.28,3378,727,US,CT
10,CT,Seasonal,54020.32,7738,1161,US,CT
10,DC,A,12700.89,1730,323,US,DC
10,DC,Non-A,4154.37,1144,193,US,DC
10,DC,Seasonal,5430.38,976,167,US,DC
10,DE,A,11173.51,2255,328,US,DE
10,DE,Non-A,5631.08,1139,212,US,DE
10,DE,Seasonal,17565.24,2377,391,US,DE
10,E1A,A,127.6922,28,1,CA,E
10,E1A,Non-A,0,3,1,CA,E
10,E1A,Seasonal,210.2974,2,2,CA,E
10,E1E,A,20.9854,7,2,CA,E
10,E1E,Non-A,27.2418,1,1,CA,E
10,E1E,Seasonal,0,2,1,CA,E
10,E1G,Non-A,168.8072,25,1,CA,E
10,E1G,Seasonal,181.0049,1,1,CA,E
10,E1J,A,29.713,5,1,CA,E
10,E1N,A,115.8474,10,2,CA,E
10,E1N,Non-A,0,8,2,CA,E
10,E1N,Seasonal,35.9921,8,1,CA,E
10,E1V,A,222.9679,63,5,CA,E
10,E1V,Non-A,10.6128,7,2,CA,E
10,E1V,Seasonal,120.1592,2,2,CA,E
10,E2A,A,115.9299,19,2,CA,E
10,E2A,Non-A,30.3364,8,3,CA,E
10,E2A,Seasonal,87.1188,1,1,CA,E
10,E2E,A,33.7764,3,1,CA,E
10,E2E,Seasonal,60.0796,1,1,CA,E
10,E3A,Seasonal,225.3116,2,2,CA,E
10,E3B,A,15.7503,4,1,CA,E
10,E3B,Non-A,30.0434,10,1,CA,E
10,E3C,A,75.6967,4,1,CA,E
10,E3L,A,136.5329,22,1,CA,E
10,E3N,A,109.2457,6,3,CA,E
10,E3Z,A,182.8901,50,1,CA,E
10,E4A,A,75.965,7,1,CA,E
10,E4A,Non-A,0,2,1,CA,E
10,E4C,A,21.6163,2,1,CA,E
10,E4E,A,27.933,1,1,CA,E
10,E4H,Seasonal,60.0796,1,1,CA,E
10,E4L,Non-A,20.9553,10,1,CA,E
10,E4P,Seasonal,120.1667,1,1,CA,E
10,E4R,A,33.769,5,1,CA,E
10,E4W,A,10.5077,1,1,CA,E
10,E4W,Non-A,10.8006,2,1,CA,E
10,E4Z,Seasonal,60.0796,1,1,CA,E
10,E5G,A,45.9215,9,3,CA,E
10,E5H,A,53.9432,18,1,CA,E
10,E5R,A,22.5251,1,1,CA,E
10,E6G,Non-A,13.5045,2,1,CA,E
10,E6K,A,41.6401,44,1,CA,E
10,E6K,Non-A,0,12,1,CA,E
10,E6K,Seasonal,60.0796,1,1,CA,E
10,E6L,Non-A,13.5045,3,1,CA,E
10,E7B,A,26.2728,24,2,CA,E
10,E7G,A,13.3542,1,1,CA,E
10,E7G,Non-A,0,1,1,CA,E
10,E7J,A,0,1,1,CA,E
10,E7J,Seasonal,34.1294,1,1,CA,E
10,E7L,Seasonal,147.2059,1,1,CA,E
10,E7M,A,35.0189,8,2,CA,E
10,E7M,Non-A,0,3,2,CA,E
10,E8E,Seasonal,60.0796,1,1,CA,E
10,E8J,Seasonal,86.3677,1,1,CA,E
10,E8K,A,30.0134,13,3,CA,E
10,E8K,Non-A,68.9495,12,1,CA,E
10,E8K,Seasonal,180.2388,3,1,CA,E
10,E8N,A,53.4925,3,1,CA,E
10,E9C,Seasonal,60.0796,1,1,CA,E
10,E9E,A,41.3547,9,1,CA,E
10,FL,A,184862.15,34580,4689,US,FL
10,FL,Non-A,76884.96,14357,2963,US,FL
10,FL,Seasonal,269612.13,30776,5677,US,FL
10,G0A,A,18.777,5,1,CA,G
10,G0A,Seasonal,181.0049,1,1,CA,G
10,G0C,A,24.7162,4,1,CA,G
10,G0C,Non-A,0,6,1,CA,G
10,G0G,A,93.6605,30,3,CA,G
10,G0M,A,90.7088,23,2,CA,G
10,G0R,A,141.2636,29,2,CA,G
10,G0R,Non-A,0,11,1,CA,G
10,G0S,A,16.6666,5,2,CA,G
